Gender,Age_range,Status,Top3_smartphone_activities,Frequent_apps,Daily_usage_duration,Smartphone_importance,Current_brand,Key_factor_online_purchase,Brand_satisfaction,Purchase_problem,Monthly_income,Occupation
LGBTQ+,56+,Working,"Play games, Streaming, Social media","Instagram, YouTube, TikTok",3-5 hours,Highly essential,Oppo,Design,2,Uncertainty about warranty,100001-150000,Student
Male,36-45,Working,"Watch movies/listen to music, Play games, Cloud apps",Facebook,0-1 hours,Not necessary,Infinix,Battery,1,Concerns about payment security,Less than 15000,Employee
Male,36-45,Single,"Online shopping, Social media, Finance","Instagram, Spotify, TikTok",>5 hours,Not necessary,Oppo,Reliability,1,Outdated system,Less than 15000,Retired
Female,26-32,Married,"Play games, Streaming, Take photos/videos","Facebook, YouTube, Facebook Messenger",0-1 hours,Highly essential,Vivo,Durability,5,Concerns about payment security,Less than 15000,Business owner
LGBTQ+,26-35,Married,"Watch movies, Take photos, Listen to music",SET,5-6 hours,Not important,Realme,Ecosystem,2,Difficult to compare prices,Less than 15000,Logistics staff
LGBTQ+,18-25,Student,"Play games, Take photos/videos, Social media",Discord,3-5 hours,Highly essential,Apple,Stability,3,Limited warranty coverage, 50001 ,Investor
LGBTQ+,18-25,Working,"Email, , Finance","Facebook, YouTube, Facebook Messenger, Spotify",0-1 hours,Not necessary,Xiaomi,Battery,4,Delivery delays,15001-20000,Employee
Male,33-40,Married,"Play games, Watch movies, Take photos","YouTube, Facebook Messenger, Discord, Wise",5-6 hours,Highly essential,Oppo,Reliability,3,Concerns about after-sales service,30001-50000,Factory worker
LGBTQ+,46-55,Married,"Track delivery, Customer chat, Email","Instagram, YouTube, Spotify, TikTok",3-5 hours,Not necessary,Infinix,Durability,2,Complex payment process,Less than 15000,Freelancer
Male,56+,Student,Watch movies/listen to music,"Instagram, Facebook, YouTube, Spotify, TikTok",5-6 hours,Highly essential,Oppo,Durability,2,Complex payment process,50001-100000,Business owner
LGBTQ+,56+,Married,"Take photos, Listen to music, Social media","Instagram, Facebook, YouTube, Facebook Messenger, TikTok",3-5 hours,Not important,Xiaomi,Ecosystem,2,Delivery delays,Less than 15000,Office worker
LGBTQ+,26-35,Single,"TikTok, Livestream, Search information",Discord,1-3 hours,Highly essential,Other,Sensor quality,2,Difficult to compare prices,Less than 15000,Factory worker
Male,56+,Student,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, YouTube, Facebook Messenger, Spotify, TikTok",5-6 hours,Essential,Other,Features,2,Device overheats,Less than 15000,Factory worker
LGBTQ+,36-45,Married,"Watch movies/listen to music, Take photos/videos, Social media","YouTube, TikTok",0-1 hours,Not important,Redmi,Brand,5,Device overheats,Less than 15000,Investor
LGBTQ+,26-35,Working,"Social media, Take photos/videos, Watch movies/Listen to music","Instagram, Facebook, Facebook Messenger, TikTok",>5 hours,Not important,Realme,Ecosystem,3,No problems,Less than 15000,Factory worker
Female,33-40,Married,"Watch movies/listen to music, Play games",Telegram,>5 hours,Not important,Oppo,Product features,4,No problems,100001-150000,Online seller
Female,60+,Married,"Social media, Take photos/videos, Watch movies/Listen to music","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok",1-3 hours,Essential,Other,Value for money,3,Product quality doesn't match ads,15001-20000,Artist
Male,60+,Working,"Play games, Streaming, Social media","Facebook, YouTube",>5 hours,Somewhat important,Apple,Camera,5,Concerns about safety,Less than 15000,Civil servant
Female,60+,Married,"Social media, Take photos/videos, Watch movies/Listen to music","Facebook, TikTok, Line",>5 hours,Somewhat important,Apple,Brand,1,Payment issues,Less than 15000,Retired
LGBTQ+,36-45,Married,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Facebook, YouTube, Facebook Messenger, TikTok",0-1 hours,Essential,Realme,Camera,4,Concerns about warranty,Less than 15000,Housewife
Male,46-55,Working,"Play games, Take photos, Watch movies","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram",>5 hours,Highly essential,Redmi,Price,3,Insufficient storage,Less than 15000,Private company employee
Female,18-25,Single,"Watch movies/listen to music, Social media","Facebook, YouTube, Facebook Messenger, Spotify",5-6 hours,Essential,Realme,Ecosystem,5,Outdated system,15001-20000,Civil servant
LGBTQ+,33-40,Single,"Play esports, Stream games, Community chat","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",3-5 hours,Somewhat important,Infinix,Ecosystem,1,Limited warranty coverage,Less than 15000,Artist
Female,60+,Working,"Product photography, Edit reviews, Online marketplace",VSCO,1-3 hours,Essential,Samsung,Brand,3,Unable to inspect product, 50001 ,Office worker
Female,18-25,Student,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok",5-6 hours,Not necessary,Infinix,Camera,2,Outdated system,Less than 15000,Investor
LGBTQ+,36-45,Married,"Watch movies/listen to music, Take photos/videos, Social media","YouTube, TikTok",0-1 hours,Not important,Redmi,Brand,5,Device overheats,Less than 15000,Investor
Male,56+,Married,"/, Email, Finance",VSCO,3-5 hours,Somewhat important,Redmi,Simplicity,5,Blurry camera,Less than 15000,Retired
LGBTQ+,33-40,Single,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",0-1 hours,Not necessary,Redmi,Battery,4,Dead pixels on screen,Less than 15000,Delivery staff
Female,46-55,Married,"Watch movies/listen to music, Play games","Facebook, YouTube",3-5 hours,Essential,Realme,Features,5,System crashes frequently,Less than 15000,Content creator
Male,18-25,Single,"Watch movies/listen to music, Play games, Social media",Instagram,>5 hours,Highly essential,Apple,Product features,4,Unable to inspect product,Less than 15000,Student
Female,26-35,Student,"Play games, Streaming, Take photos/videos","Facebook, YouTube, Facebook Messenger, Spotify",5-6 hours,Essential,Apple,Performance,1,Limited warranty coverage,Less than 15000,Investor
Male,18-25,Single,"Watch movies/listen to music, Play games, Social media",Facebook,>5 hours,Highly essential,Redmi,Price,5,Issues with delivery,Less than 15000,Student
Female,60+,Working,"Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger",0-1 hours,Somewhat important,Huawei,Reliability,1,Concerns about safety,Less than 15000,Manager
Female,26-32,Single,"Play games, Take photos/videos","Facebook, YouTube, Facebook Messenger, Spotify",0-1 hours,Highly essential,Other,Features,4,Device overheats,Less than 15000,Private company employee
Male,46-55,Married,"Play games, Watch movies, Take photos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Not necessary,Apple,Ecosystem,5,Issues with delivery,50001-100000,Content creator
LGBTQ+,33-40,Student,"Track delivery, Customer chat, Email","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",5-6 hours,Not necessary,Apple,Battery,2,Insufficient storage,20001-30000,Online seller
LGBTQ+,46-55,Student,"Play games, Take photos/videos","Facebook, TikTok, Line",5-6 hours,Not necessary,Realme 7 5G,Battery,5,Difficult return process,Less than 15000,Private company employee
Male,36-45,Single,"Communication, Take photos, Social media","YouTube, TikTok",5-6 hours,Not important,Infinix,Sensor quality,4,Complex payment process,Less than 15000,Business owner
Female,60+,Working,"Play games, Watch movies, Take photos","Instagram, Facebook, YouTube, Spotify, TikTok",1-3 hours,Not important,Oppo,Stability,2,Warranty or service concerns,50001-100000,Business owner
Male,46-55,Working,"TikTok, Livestream, Search information",TikTok,5-6 hours,Highly essential,Xiaomi,Brand,1,Blurry camera,15001-20000,Investor
Male,46-55,Student,"Watch movies/listen to music, Social media","Instagram, YouTube, TikTok",>5 hours,Highly essential,Infinix,Features,2,Concerns about safety,Less than 15000,Freelancer
LGBTQ+,26-32,Student,"Play games, Take photos/videos, Social media","Facebook, Facebook Messenger, Spotify, TikTok",1-3 hours,Somewhat important,Xiaomi,Ecosystem,4,Concerns about after-sales service,Less than 15000,Retired
LGBTQ+,33-40,Single,"Play games, Take photos/videos, Cloud apps","Instagram, Facebook, YouTube, Facebook Messenger, Telegram",3-5 hours,Not important,Infinix,Sensor quality,4,No problems,Less than 15000,Delivery staff
LGBTQ+,18-25,Single,"Play games, Streaming, Take photos/videos","Instagram, Facebook, YouTube, TikTok",0-1 hours,Not necessary,Realme,Product reviews,3,Concerns about after-sales service,20001-30000,Retired
Female,18-25,Student,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok",5-6 hours,Not necessary,Infinix,Camera,2,Outdated system,Less than 15000,Investor
LGBTQ+,26-35,Student,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, Facebook Messenger, TikTok",3-5 hours,Highly essential,Oppo,Camera,4,Difficult to compare prices,30001-50000,Office worker
Male,60+,Single,Watch movies/listen to music,"Instagram, Facebook, TikTok",5-6 hours,Essential,Other,Product reviews,2,Concerns about after-sales service,Less than 15000,Business owner
Female,26-35,Married,"Watch movies/listen to music, Take photos/videos, Social media","YouTube, TikTok",3-5 hours,Highly essential,Apple,Reliability,4,Issues with delivery,Less than 15000,Private company employee
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
LGBTQ+,18-25,Working,Watch movies/listen to music,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",3-5 hours,Not important,Xiaomi,Ecosystem,4,No problems,15001-20000,Retired
Female,26-32,Working,"TikTok, Livestream, Search information",Telegram,3-5 hours,Not important,Samsung,Reliability,1,Limited warranty coverage,50001-100000,Factory worker
Male,18-25,Single,"Watch movies/listen to music, Play games, Social media",Facebook,>5 hours,Highly essential,Redmi,Price,5,Issues with delivery,Less than 15000,Student
Female,33-40,Married,"Online shopping, Social media, Finance","Facebook, YouTube, Facebook Messenger",3-5 hours,Somewhat important,Realme,Durability,5,Cannot try product before buying,20001-30000,Logistics staff
Female,46-55,Single,"Watch movies, Take photos, Listen to music","Instagram, YouTube, Facebook Messenger, Spotify, TikTok",0-1 hours,Somewhat important,Realme 7 5G,Reliability,4,Limited warranty coverage,Less than 15000,Private company employee
Female,26-32,Single,"Watch movies/listen to music, Play games, Take photos","Instagram, YouTube, TikTok",1-3 hours,Somewhat important,Calculator,Value for money,1,Warranty or service concerns,15001-20000,Logistics staff
Male,46-55,Student,"Watch movies/listen to music, Play games, Social media","Instagram, YouTube, Facebook Messenger, TikTok",0-1 hours,Not necessary,Apple,Performance,5,Limited warranty coverage,Less than 15000,Content creator
Male,26-35,Working,"Watch movies, Take photos, Listen to music","Facebook, Facebook Messenger, Spotify",3-5 hours,Not necessary,Huawei,Value for money,1,Dead pixels on screen,Less than 15000,Manager
Female,36-45,Working,"GPS navigation, Check car condition, Listen to podcasts","Facebook, YouTube, Facebook Messenger",1-3 hours,Not important,Xiaomi,Value for money,4,Warranty or service concerns,15001-20000,Retired
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
LGBTQ+,60+,Single,"Watch movies/listen to music, Social media",Google Maps,>5 hours,Not important,Realme 7 5G,Value for money,3,Delivery delays,Less than 15000,Business owner
Female,60+,Working,"Watch movies/listen to music, Take photos/videos, Social media","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",3-5 hours,Somewhat important,Other,Battery,3,Payment issues,Less than 15000,Office worker
LGBTQ+,60+,Single,Play games,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram",0-1 hours,Somewhat important,Apple,Performance,4,Difficult to compare prices,15001-20000,Factory worker
Female,60+,Working,"Online shopping, Track delivery, Customer chat","Facebook, Facebook Messenger, Spotify, TikTok",3-5 hours,Not necessary,Huawei,Product features,5,Delivery delays,20001-30000,Employee
Female,26-35,Working,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Instagram, Facebook, YouTube",5-6 hours,Not necessary,Oppo,Features,2,Dead pixels on screen,Less than 15000,Content creator
Male,33-40,Married,"Watch movies/listen to music, Play games, Cloud apps","Facebook, Facebook Messenger, Spotify, TikTok",1-3 hours,Not important,Realme 7 5G,Brand,1,Insufficient storage,Less than 15000,Investor
Male,26-35,Student,"Play games, Watch movies, Take photos",CapCut,>5 hours,Essential,Vivo,Price,1,Limited warranty coverage,20001-30000,Delivery staff
LGBTQ+,56+,Student,"TikTok, Livestream, Search information","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Not important,Infinix,Reliability,3,Limited warranty coverage,Less than 15000,Retired
LGBTQ+,36-45,Student,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",5-6 hours,Not necessary,Redmi,Reliability,2,Product quality doesn't match ads,Less than 15000,Office worker
Male,46-55,Student,"Take photos/videos, Watch movies/Listen to music, Online shopping","Facebook, YouTube",1-3 hours,Not important,Infinix,Brand,5,Complex payment process,Less than 15000,Freelancer
Male,33-40,Married,"Watch movies/listen to music, Play games, Social media","Instagram, Facebook, YouTube, TikTok",>5 hours,Not important,Huawei,Design,3,Difficult return process,Less than 15000,Business owner
Male,46-55,Single,Play games,"Instagram, Facebook, Facebook Messenger, TikTok",5-6 hours,Not important,Apple,Battery,2,Concerns about after-sales service,Less than 15000,Investor
Female,56+,Student,"/, Email, Finance",Facebook,3-5 hours,Essential,Apple,Ecosystem,2,Issues with delivery,Less than 15000,Investor
Male,18-25,Student,"Play games, Streaming, Social media",TikTok,>5 hours,Highly essential,Realme,Performance,4,Delivery delays,Less than 15000,Student
Male,56+,Working,"Take photos/videos, Communication/meetings, Social media","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok",>5 hours,Highly essential,Huawei,Camera,5,Uncertainty about after-sales service,Less than 15000,Retired
