Gender,Age_range,Status,Occupation,Monthly_income,Daily_usage_duration,Smartphone_importance,Key_factor_online_purchase,Brand_satisfaction,Purchase_problem,Frequent_apps,Top3_smartphone_activities,Current_brand
Female,33-40,Single,Business owner,More than 50001,3-5 hours,Necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Telegram","Product photography, Edit reviews, Online marketplace",Samsung
Female,26-32,Single,Business owner,15001-20000,1-3 hours,Necessary,Product feature,1,Warranty or service concerns,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok","Chat with family, Read e-books, Listen to radio",Huawei
Male,33-40,Single,Private company employee,15001-20000,3-5 hours,Necessary,Product feature,1,Unable to inspect product,"Facebook, YouTube","Email, , Finance",Oppo
Female,33-40,Single,Student,15001-20000,0-1 hours,Necessary,Product feature,1,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X","Watch movies/listen to music, Communication/meetings, Social media",Realme
Male,33-40,Single,Private company employee,20001-30000,1-3 hours,Not necessary,Product feature,1,Unable to inspect product,"Instagram, Facebook, YouTube, Spotify, TikTok",Watch movies/listen to music,Apple
Female,33-40,Single,Private company employee,15001-20000,,Not necessary,Product feature,2,Unable to inspect product,"Instagram, YouTube, Facebook Messenger, Spotify, TikTok","Watch movies/listen to music, Communication/meetings, Social media",Huawei
Female,26-32,Single,Private company employee,15001-20000,More than 5 hours,Not necessary,Price,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",Watch movies/listen to music,Realme
Male,33-40,Single,Private company employee,More than 50001,,Necessary,Product feature,3,Unable to inspect product,Gmail,"Play games, Streaming, Social media",Samsung
Female,18-25,Married,Student,More than 50001,3-5 hours,Necessary,Product feature,2,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify","Online shopping, Track delivery, Customer chat",Oppo
Female,26-32,Single,Private company employee,20001-30000,3-5 hours,Not necessary,Product feature,4,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok","Watch movies/listen to music, Play games, Take photos",Vivo
Male,60+,Single,Private company employee,15001-20000,More than 5 hours,Most necessary,Product feature,4,Unable to inspect product,VSCO,"Chat with family, Read e-books, Listen to radio",Vivo
Male,18-25,Single,Private company employee,15001-20000,More than 5 hours,Necessary,Product feature,1,Warranty or service concerns,Telegram,"Communication, Take photos, Social media",Realme
Male,33-40,Married,Private company employee,15001-20000,0-1 hours,Not necessary,Product feature,2,Warranty or service concerns,"Instagram, YouTube, TikTok","Watch movies/listen to music, Take photos/videos, Communication/meetings",Xiaomi
Female,26-32,Single,Business owner,15001-20000,1-3 hours,Not necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Telegram","Online meetings, Schedule management, Email",Oppo
Male,26-32,Single,Business owner,15001-20000,More than 5 hours,Necessary,Product feature,1,Concerns about payment security,SET,"Play games, Streaming, Take photos/videos",Realme 7 5G
Male,60+,Single,Government officer,15001-20000,,Necessary,Product feature,2,Concerns about payment security,"YouTube, TikTok","Chat with family, Read e-books, Listen to radio",Xiaomi
Male,60+,Married,Private company employee,15001-20000,3-5 hours,Not necessary,Product feature,4,Unable to inspect product,"Facebook, TikTok, Line","Chat with family, Read e-books, Listen to radio",Samsung
Male,33-40,Single,Private company employee,15001-20000,0-1 hours,Not necessary,Product feature,1,Concerns about payment security,Facebook,"Watch movies/listen to music, Play games, Cloud apps",Infinix
Female,60+,Single,Private company employee,30001-40000,0-1 hours,Not necessary,Product feature,3,Unable to inspect product,WhatsApp,"Watch movies/listen to music, Play games, Take photos/videos",Oppo
Male,33-40,Single,Business owner,15001-20000,0-1 hours,Not necessary,Product feature,1,Unable to inspect product,Gmail,"/, Email, Finance",Apple
Female,41-50,Married,Private company employee,15001-20000,More than 5 hours,Necessary,Product feature,3,Concerns about payment security,Gmail,"Streaming, Take photos/videos, Edit video",Xiaomi
Male,33-40,Single,Student,More than 50001,More than 5 hours,Necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram","Watch movies/listen to music, Play games, Social media",Oppo
Female,33-40,Single,Private company employee,20001-30000,1-3 hours,Not necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Telegram","Watch movies/listen to music, Take photos/videos, Social media",Huawei
Female,33-40,Single,Student,More than 50001,More than 5 hours,Most necessary,Product feature,4,Warranty or service concerns,TikTok,"Take photos/videos, Communication/meetings, Social media",Oppo
Female,60+,Married,Private company employee,15001-20000,1-3 hours,Necessary,Product feature,2,Delivery delay,"Instagram, YouTube, TikTok","Watch movies/listen to music, Play games, Communication/meetings",Vivo
Male,18-25,Single,Student,15001-20000,More than 5 hours,Most necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok","Watch movies/listen to music, Play games",Apple
Male,33-40,Single,Factory worker,20001-30000,3-5 hours,Not necessary,Product review,1,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, TikTok","Take photos, Listen to music, Social media",Realme
Male,26-32,Single,Private company employee,More than 50001,,Necessary,Product feature,2,Warranty or service concerns,VSCO,"Watch movies, Listen to music, Take photos",Samsung
Male,60+,Single,Private company employee,15001-20000,More than 5 hours,Necessary,Product feature,1,Warranty or service concerns,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify","Play games, Watch movies, Take photos",Huawei
Female,33-40,Married,Government officer,15001-20000,3-5 hours,Necessary,Product feature,4,Unable to inspect product,Google Maps,"Watch movies/listen to music, Social media",Vivo
Male,33-40,Single,Private company employee,15001-20000,3-5 hours,Not necessary,Product feature,1,Unable to inspect product,"Facebook, YouTube, Facebook Messenger, TikTok","Chat with family, Read e-books, Listen to radio",Realme
Female,33-40,Married,Private company employee,20001-30000,3-5 hours,Not necessary,Product feature,4,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, TikTok, Telegram","Play esports, Stream games, Community chat",Realme
Male,18-25,Single,Private company employee,15001-20000,,Necessary,Product feature,1,Unable to inspect product,"Facebook, YouTube, Facebook Messenger","Watch movies/listen to music, Play games, Social media",Oppo
Female,18-25,Single,Business owner,15001-20000,,Not necessary,Product feature,4,Delivery delay,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok","Play games, Streaming, Take photos/videos",Realme
Male,60+,Single,Private company employee,15001-20000,,Necessary,Price,1,Concerns about payment security,"Facebook, YouTube","Product photography, Edit reviews, Online marketplace",Xiaomi
Male,26-32,Single,Student,15001-20000,1-3 hours,Not necessary,Product review,2,Concerns about payment security,Microsoft Teams,"Cloud apps, Communication/meetings, Social media",Vivo
Female,41-50,Single,Private company employee,15001-20000,1-3 hours,Necessary,Price,2,Delivery delay,"Instagram, Facebook, YouTube, Facebook Messenger, Telegram","Communication/meetings, Social media",Infinix
Male,33-40,Single,Government officer,More than 50001,,Necessary,Product feature,4,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok","Watch movies/listen to music, Play games, Social media",Oppo
Female,41-50,Single,Factory worker,15001-20000,More than 5 hours,Necessary,Product feature,4,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, Spotify, TikTok","/, Email, Finance",Oppo
Male,26-32,Single,Private company employee,20001-30000,0-1 hours,Necessary,Product feature,5,Warranty or service concerns,"Instagram, YouTube, TikTok","TikTok, Livestream, Search information",Huawei
Female,18-25,Single,Student,15001-20000,More than 5 hours,Most necessary,Product review,2,Warranty or service concerns,"Instagram, Facebook, YouTube, Facebook Messenger","Watch movies/listen to music, Communication/meetings, Social media",Xiaomi
Male,26-32,Single,Private company employee,More than 50001,1-3 hours,Not necessary,Product feature,4,Unable to inspect product,"Instagram, YouTube, Facebook Messenger, TikTok","Play games, Take photos/videos, Social media",Oppo
Female,41-50,Married,Private company employee,20001-30000,0-1 hours,Not necessary,Product feature,4,Warranty or service concerns,Discord,"Watch movies/listen to music, Communication/meetings, Social media",Vivo
Male,60+,Single,Private company employee,20001-30000,0-1 hours,Most necessary,Product feature,1,Unable to inspect product,Facebook,"Product photography, Edit reviews, Online marketplace",Vivo
Female,26-32,Single,Private company employee,20001-30000,0-1 hours,Necessary,Product feature,1,Concerns about payment security,"Instagram, TikTok","Play games, Take photos/videos",Vivo
Female,26-32,Single,Private company employee,15001-20000,More than 5 hours,Not necessary,Price,5,Delivery delay,"YouTube, TikTok","GPS navigation, Check car condition, Listen to podcasts",Xiaomi
Male,41-50,Single,Private company employee,15001-20000,0-1 hours,Not necessary,Product feature,3,Unable to inspect product,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram","Play games, Take photos/videos, Social media",Xiaomi
Female,26-32,Married,Private company employee,20001-30000,More than 5 hours,Not necessary,Product feature,2,Unable to inspect product,Discord,Watch movies/listen to music,Huawei
Male,60+,Single,Factory worker,15001-20000,More than 5 hours,Not necessary,Product feature,4,Concerns about payment security,WhatsApp,"Track delivery, Customer chat, Email",Infinix
Female,18-25,Married,Private company employee,20001-30000,More than 5 hours,Necessary,Product feature,5,Concerns about payment security,Gmail,"Watch movies/listen to music, Play games, Take photos/videos",Realme
Female,33-40,Single,Private company employee,30001-40000,3-5 hours,Necessary,Price,2,Unable to inspect product,"Instagram, Facebook, TikTok",Watch movies/listen to music,Samsung
Male,41-50,Married,Factory worker,15001-20000,3-5 hours,Not necessary,Product feature,5,Delivery delay,"Instagram, YouTube, Spotify, Telegram","Chat with family, Read e-books, Listen to radio",Xiaomi
Male,60+,Married,Private company employee,20001-30000,1-3 hours,Most necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, TikTok","TikTok, Livestream, Search information",Vivo
Male,33-40,Single,Business owner,15001-20000,0-1 hours,Necessary,Product feature,4,Unable to inspect product,TikTok,"Take photos/videos, Watch movies/Listen to music, Online shopping",Apple
Female,60+,Single,Factory worker,15001-20000,,Necessary,Product feature,2,Unable to inspect product,"YouTube, TikTok","Cloud apps, Communication/meetings, Social media",Apple
Male,33-40,Married,Business owner,15001-20000,,Not necessary,Product feature,2,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X","Chat with family, Read e-books, Listen to radio",Apple
Male,33-40,Single,Student,15001-20000,1-3 hours,Necessary,Product feature,3,Concerns about payment security,WhatsApp,"Play games, Streaming, Social media",Oppo
Female,18-25,Single,Private company employee,15001-20000,0-1 hours,Necessary,Product feature,1,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, TikTok","Online meetings, Schedule management, Email",Samsung
Male,26-32,Single,Business owner,15001-20000,1-3 hours,Necessary,Product feature,3,Delivery delay,"Instagram, YouTube, Spotify, TikTok","Product photography, Edit reviews, Online marketplace",Samsung
Male,18-25,Single,Business owner,30001-40000,0-1 hours,Necessary,Product feature,4,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, Spotify, TikTok","Play games, Take photos, Watch movies",Oppo
Female,18-25,Single,Business owner,15001-20000,,Not necessary,Product feature,2,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok","Watch movies/listen to music, Play games, Take photos/videos",Infinix
Male,26-32,Single,Business owner,20001-30000,0-1 hours,Not necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger","Track delivery, Customer chat, Email",Huawei
Male,60+,Married,Private company employee,More than 50001,0-1 hours,Necessary,Product feature,4,Warranty or service concerns,Gmail,"Watch movies, Listen to music, Take photos",Samsung
Male,60+,Single,Private company employee,30001-40000,More than 5 hours,Not necessary,Product feature,5,Warranty or service concerns,"YouTube, Facebook Messenger, Discord, Wise","Watch movies/listen to music, Play games, Communication/meetings",Samsung
